,Discord Handle,Score
0, Agarakh#7799,95.40683944819622
1, Arsham2020#9818,83.60189375625595
2, ZSaed#2204,115.57790624087505
3, hemin#1891,105.28898676005423
4, shadmehr#5507,108.47817187234925
5, yas.n.d.r.h#5349,108.07324735945957
6,!yourfavorite#4526,104.04158792189217
7,#ahkek76#6812,100.74243613198708
8,#cypher9931,105.60753224148876
9,#hernandezngronk#7837,93.50868174526526
10,#siavashj15,104.39747893704185
11,'tobiO#6203,114.59933096744697
12,.K#5496,94.47179005803105
13,0x0c259df5ea7e45b87bede9bd6d4f7b903832f094,97.9639168320714
14,0x1831e120159c0ea6a983eea68e67c0a9507c0e60,97.78366388285576
15,0x19a162556b654d883922b6327a2e39c6f6a87981,96.77532825209907
16,0x1c95023300780d970c50f23abecd504eaa5e322a,106.96331456463913
17,0x1cfb77e5e72f9cd585150b8511bbff995c71bbf7,99.54538390995691
18,0x20257d897661e8bd930092baf4f9bd006b42c374,107.25102450240294
19,0x20e0f0d4fffb9a8b4c6d48f68b1058a294503886,101.10742638447572
20,0x24fb26df76e505a1c21a603ee91b11814b4d1037,95.40408224930461
21,0x2582ebd2571409cc2700bd12731cb19f17972ae8,104.73234002282877
22,0x29f14b422b7562c7e6add6d0e96d35379e7af290,108.29028644347306
23,0x2b992782f34eaf21a4e94c7bbe009dded60e7a5b,98.9110418192293
24,0x32f1406809e2c6967e41ac44c8bde46ab597de3c,110.07828367438208
25,0x3572c427849c15c7d8da9eab3deac53ef4d16c8f,95.37785296517167
26,0x39e4f481d840ed7aa763212a45aea26d8e5f0c1f,95.5590600429723
27,0x3bdb21c23293d9c7da6a8a1f8d39086e6c31e5c8,102.47577545647837
28,0x4043fd11285b4f98a0f7b383d973a17f03e23ec5,104.04738967420354
29,0x43dc2db600889bd930c992d1fc86221180b79a65,104.72577009887407
30,0x4a2b20adb71214d34f363e6f9f248e34bd428b4a,103.61489713091339
31,0x4a5f1d0af7b49e8080a444176f854dc63acc6c23,80.95041808956773
32,0x500b5be8ddf9c1ef1bb56e8422bd8531d1d99096,86.96903522080575
33,0x504e7620069a0a8354434ded3150ed7e2ecf5153,93.63594794406484
34,0x50f9e566d2be669d5a303ff7da46bf27bf77431f,90.7199482927983
35,0x52f58796da5b8d462b4fbe63dc3414d42a9776b9,105.99170376538297
36,0x536649b4f98427d1140ae267527d9a50f4e729d5,99.11404518468635
37,0x55961526396586edeaa4b98c2021411f02699f92,99.02520892509352
38,0x58175cb24d8b5c8f685815575e781262a60129bc,86.80221049709624
39,0x604f0220a4218e01654e2d972bd01901be5f7521,92.77622651505246
40,0x64af96fdfc89b9d00c5d28a9ac52077042b21c35,72.35404044123148
41,0x65683fa28658aa7938c56ad91288fa44810bc99e,103.15766800441835
42,0x6781c5841b7b5e61d0c3afe8bd081f02161ad239,95.43473912132656
43,0x691cac70bcd635ddfbbc2a9aad3df5f454477676,99.94849554652755
44,0x6acee31f0d33c9ee9d5b134883ac64e2c31217ca,109.76027915155612
45,0x6f189533283149508766f9929e5ab6cd621b6a1a,103.3435665848373
46,0x70b0451b1c047ed750c4661b4624b67fd94a31c5,84.83754293538435
47,0x798e39a31d8a49729c0057b4059a4dc19e00c431,90.9865868264407
48,0x82a7202dbdf1e21d38b1d43d5df10a4ab817e0d2,82.07940842041756
49,0x84ae03406d120dab147e6f1ead62218ea2583c7b,105.16746168426388
50,0x8ae7b8e1a86a79d09e0c2862bbb0f1276e1bd2a3,95.38590890443665
51,0x8cfbb903fd2a00790a510396e5b7bfb9ca46d42f,84.09291203066464
52,0x8d650cda64d89931c4bf8839c83bcafa5ec1cfc8,84.27605764681381
53,0x8ff3aad92f249d8ad4a1394884e629838cfe1d40,95.8511392980266
54,0x9091ac191064a023cce580235b9c6ef45822b929,103.97549848255721
55,0x93c62e5c02afaf3a0ac0e01fa4bfa6cbda631bca,92.73182930187288
56,0x9430ce779bb2cc5b8cf57c379ac735ab2a78462e,104.25366778347983
57,0x946a6ac45e50cad20f2c3e4171e54299896f2675,98.37893576242932
58,0x97958ccbd754bba69274d7169140fccaf432c3f9,89.04298602667882
59,0x9a74192b90076401f180fb7c94cee157b6847dfc,97.17496150719161
60,0x9b349ff789edfbd20cbb13050981c1171a788322,90.66787773380655
61,0x9d397950c0487108862965b0c4f3d929112551ea,91.86605786648954
62,0x9dba1fc9059259d674653726b1068da0e1d42108,85.45518070459852
63,0x9f52a6b218d9e216567699e48d56669f2e08f0c5,83.26382008443301
64,0xCLR#2344,105.53056004866733
65,0xDataWolf#4714,116.56626702309032
66,0xE4E565C4a2A5050BA1020314c76420dd52D88Cd6,95.4771644869909
67,0xHaM☰d#8391,113.70848447910859
68,0xKiar#7185,106.69085641679735
69,0xa14213bb6f4e324d5cea5606f1b5a4af12d9009d,97.22703407287918
70,0xa413c4cdbe49cdc5bafd91231798c9cc0de5cdac,94.10119593944279
71,0xa43debe873435c7caeb8084b4866809aceb5b638,101.80571226035721
72,0xad13f6490f989461f983a25d142de8a1e8face22,115.08569221322178
73,0xaf31b7594f899303c87c490af9a29e3a2306e69e,89.96144922395202
74,0xb0864c575160331d559b3eca56c1695032111020,102.66882083523048
75,0xb18d6467b4cb1ad83c5c9a2c35718ddab346b048,88.20972064618412
76,0xb26ff309a46c3481066c4b10fb82a1ccfdf78942,92.1101712428151
77,0xb277f11ee3cf213f9640e8db1acb0377154214c0,94.35229488411655
78,0xb40c994680dd68a63f7ed94608f8b524f6c569de,106.36405205603803
79,0xbaf1d1e85af9ecbed257b7b1672c41a87781dea5,87.50904289241107
80,0xbf17be25a18c2f45fe4a8702b92b8dbd77872561,88.91459007149604
81,0xc0b6c51621cf91ff0a8978a4ea402e98e944839b,92.81127768154676
82,0xc114a75ff731037c1d6b643011c7bd246ac12bb1,95.37618681413075
83,0xc220ec9ba26afb50cf17cd05248aaeae49b28d3f,107.42064374538896
84,0xc26e44682bc139858ce90c62359fa4d87d1f9711,98.16160960569955
85,0xc4fb6fcde60c5681af03bb4f8eba501c07acb924,84.73646225594182
86,0xc6ac8fc10242771ea79b1bdbb4d72f775af9587f,94.4695573379899
87,0xcb6ef9a1c9ea6c64e3b38847b56ada847b27ea65,103.33488713862727
88,0xcc4187d503e6521e17f4b64e3f963c5ba317051e,90.24872469310698
89,0xcc616acb3e71ab26b3b937a93fe5ad4222090273,103.57499756048276
90,0xcfa2759020465bb51cd99d1d414acb36593fc5b2,107.49574557400165
91,0xd372b7816a14abb6505beb843ae0adbe3d8a61a4,103.18172755228989
92,0xd3d900ef42fdb20806413da699e64ac917e03ef7,102.1709505308841
93,0xd5069a771ec84a2d3ab003092b0cc5f14fc38f10,109.22302882707208
94,0xd60743d5e878f04944eb3eb04e1542dce2decd6f,90.22818808010112
95,0xdc043b79a6a5b73055a2d90e85149dfe7c7c92d0,89.94442343579836
96,0xdde68a4c20343b55330c392509b4835ddd19f0e3,99.82939917115098
97,0xe16f87ec86797fd40c081c54112a6c54f961d635,93.60460946714736
98,0xe5458631e03c0698699d0216026e2ba1ef1a43aa,84.02943984413042
99,0xe5a32c01cbe1789e081e57f8f08a759b03eb9824,100.32519570240484
100,0xe8df9d98639760288e93289c65429d7813c54ef4,104.09128360617768
101,0xf32fd56a90f142a1abe960c2ec15f567ad8e4b39,87.19368726682202
102,0xf5d9e73627abafa524aed3c93c063deb46149ec2,85.02446084013128
103,0xf62668efee982e7c5e75412b0e9ec856e102e6fa,98.0772301870512
104,0xfc073bfa6e73a63ce5af8ba3b9ef0373c2f004f0,99.6951697611748
105,0xfe2cfbbd8e8dc6b50903525e4c16612fcabbf478,100.08920890186708
106,400027810380644362,108.9302415941155
107,810635286413443102,80.50185992427451
108,988076526367043654,89.44995571493477
109,9Liam#1798,104.2817423322036
110,@9Liam#1798,114.85774463166885
111,@B_U#5426,86.49006108893722
112,@Darkdoom42#1222,97.69584988060049
113,@Mc_blox#1505,86.27632681705953
114,@SlaySensei#2635,97.85382203381045
115,@__LeMac,86.58241803264882
116,@alireza_azadi#3394,96.50885873662783
117,@darkdoom42#1222,110.99214315345924
118,@rojoser_data,96.74112503625004
119,@vAnt#7350,88.77953038287765
120,ADAR#5587,104.06959858297128
121,ALI00096#8477,113.18330112724877
122,ALi#6526,99.85236668811045
123,ALi#6526 or king4#6526,91.10764502751705
124,Abcsquirrel#5708,88.82538685708127
125,Ada Culotta#6245,96.75547557571825
126,Adelais#9886,96.01001258310063
127,Afonso#9673,91.3184550968151
128,Agarakh#7799,100.47713423134255
129,Agarakh#7799 https://discord.gg/MYFMkccx,90.60994332352602
130,Ali3N#8546,120.24219586671497
131,AliHastam#2725,100.25211931505517
132,AliTslm#5518,119.63059811249445
133,Aliii_Aliii#4945,114.31900348404587
134,Alirs#8782,109.18156657279546
135,Amarachukwu Grace Awaeze #3610,101.78967764172917
136,Amir2533#7626,104.04539646346568
137,Amirreza#9229,109.41613786526554
138,Angel09#9980,80.51141990644912
139,Aniya#7275,101.94097475977425
140,Anrelins#1885,90.63467998189215
141,Antonidas#8491,86.62870572614004
142,Ario#9620,90.00789458366361
143,Arkan#0737,102.49855804343878
144,Arkan#4312,107.28723828109868
145,Ashik#1999,127.59007181250222
146,AshlyCrypto#7481,97.16658789202721
147,Awoeze#8698,103.82226111467064
148,Awoeze#8698 ,84.12957291413107
149,Azerbaijan#1132,113.93600270026164
150,BLCvision#9648,106.59376459551245
151,B_U#5426,102.53489407338651
152,Beauty #5942,88.80068779147275
153,Berg#0013,102.62479940498919
154,BiffBuster#3810,97.25917924397768
155,Bizzy#3582,79.31169875069087
156,CODXIII#8204,95.48547322235616
157,COIN03#5854,109.99354304940113
158,CarlOwOs#4288,102.69780629956243
159,ChangMan#3444,89.03916293528107
160,Chief_#6045,85.65441955009501
161,Christlove73,85.70104879968653
162,CoinSatrap#3817,113.89311266651447
163,Criss#8327,88.02167324262022
164,CryptoAtom#3238,77.12389227694236
165,CryptoIcicle#4958,104.60557736906912
166,DB#7851,88.51851485497626
167,DB-7851,95.475468541127
168,DaemonBSD#0710,85.53200309831901
169,DanielR#7821,101.98799827467244
170,Data.Shogun#8291,115.55815296442861
171,David87H#6135,107.92924350352057
172,Diako999#5467,77.92813926458074
173,DigitalDan#6267,114.44787384214213
174,Doer#1108,89.45057990009603
175,Donatus Prince#4998,104.0745334585183
176,DragonF8020#9426,106.93671473404251
177,Edward Tay#3582,99.08352189147286
178,ElDiablo#6633,102.99434908369518
179,Elprognerd#8324,110.0937246772322
180,Elvis#5877,95.30795740230899
181,Eman#9698,124.69290980797844
182,George_l#3984,101.46112770507285
183,GivenX#9137,87.39360406523973
184,Gordon Sawyer#9965,98.45420793783411
185,Gökçin#5403,96.3276465678923
186,HAMED#2682,96.30819767102102
187,HBD1994#1304,121.93172236737011
188,HDK#2682,92.02554010260287
189,Hai_senberg#0030,72.2991830793397
190,Halil Samed#6217,94.48877549418616
191,Hernandezngronk#7837,104.19186297417596
192,Hess#0890,121.94535351348613
193,Hessish#9153,113.46725651707173
194,Hessish#9153 ,111.31747439876118
195,Hirad#9744,102.91817498450233
196,Hiva2hiva#9507,84.26654315855144
197,Iddanny #4489,85.29999311153057
198,Iddanny#4488,90.93272932657088
199,Iddanny#4489,91.49998261872337
200,Iddanny4489,110.20924018555277
201,Indaboski#7476,103.21615626802235
202,Isabelhendrick#8558,99.79560957079667
203,Jabi#3401,99.99371157248798
204,JerryPink33| Suiswap#6198,92.56631241437151
205,Jinx#6675,110.90872542000281
206,Jphackworth,99.97044839993248
207,KARTOD#2092,102.07039250180658
208,KKser#4592,103.16004506648376
209,Kate42W#4975,96.4876052493908
210,Khashayar#9429,86.99960698239661
211,Kida#8864,92.04100004072104
212,King4#6526,100.16989930272446
213,Kurama#3800,116.57072764418561
214,LUISRA#2658,96.468423890612
215,LaSotez#0253,90.7709184099921
216,Larry_lang#9612,82.4223146999027
217,Latsan#6466,102.04363163502842
218,Legion#5245,97.68100139749285
219,LiamTerry#1708,94.55662527927447
220,Lindy Han#9923,94.75348009970295
221,LittleNaomi#5029,102.94784300444945
222,Lloop,91.75105316959156
223,Ludwig.1989#2740,97.3359540959696
224,Luqman#7246,101.00809459261541
225,M.Reza#2408,95.83225992880746
226,M1124#5277,95.98331643817116
227,MC#1543,86.49976628537827
228,MIAA#8239,108.52054165794915
229,M_M!#3061,83.49591486171305
230,M_amani72#5388,97.4937314069619
231,Mahan#3562,93.57087539104204
232,Mahdi#1187,111.30094285315725
233,Masi#0814,127.58630960786988
234,Masoud#5657,95.93533591237876
235,Mayank#2011,100.48412670538092
236,Meh.d#2147,88.91813379869195
237,Mehdi#9668,101.40510552136976
238,Mercury#8660,100.08704353600712
239,Mert#6788,92.69869249947362
240,Midday_tradition#2860,100.30838771840608
241,MirekThePrinter#2911,98.28919758136529
242,MoDeFi#8739,126.51702419989948
243,Mohammad.exe#8742,101.31733401826939
244,Mostafa2004#2844,98.67304331308004
245,NICKname#7880,97.34917110129066
246,NSA2000#5651,82.25500538316119
247,Nigete〡Shinsekai#5100,108.24957626447839
